DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,71.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,65.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,4.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,4.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,5.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,5.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUS: Australia,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,11.7,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,66.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,55.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,66.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,54.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,66.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,60.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,55.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,5.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,6.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AUT: Austria,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,2.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,28.7,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,72.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,66.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,66.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,63.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,65.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,69.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,59.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,4.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,2.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,6.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,AZE: Azerbaijan,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,No,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,79.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,79.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,77.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,83.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,70,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,57.6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,80.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,1.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,1.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,0.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,8.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,7.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BDI: Burundi,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,11.2,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,48.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,59.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,48.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,53.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,58.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,59.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,52,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,4.9,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.7,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,5.1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,5.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,6,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,4.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEL: Belgium,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,3.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_PTNTY_LV_BNFTS: Paternity leave benefits,M: Male,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_MTNTY_LV_BNFTS: Maternity leave benefits,F: Female,_T: Total,_T: Total,_T: Total,2021,Yes,,,BINARY: Binary,,,A: Normal value,World Bank Women Business and the Law,,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_IDX: Social Institutions and Gender Index (SIGI),_T: Total,_T: Total,_T: Total,_T: Total,2019,39.8,,,PCNT: %,,,A: Normal value,Organisation for Economic Co-operation and Development (OECD),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,68.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,72.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,72,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,76,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,70.8,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,M: Male,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,69.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_LF_PTCPN: Labour force participation rate,F: Female,Y_GE15: 15 years old and over,U: Urban,_T: Total,2019,65,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.5,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.2,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_UNMPLY: Labour force unemployment rate,F: Female,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,1.4,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_UNMPLY: Labour force unemployment rate,M: Male,Y_GE15: 15 years old and over,R: Rural,_T: Total,2019,1,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
UNICEF:GENDER(1.0): Gender,BEN: Benin,GN_UNMPLY: Labour force unemployment rate,_T: Total,Y_GE15: 15 years old and over,_T: Total,_T: Total,2019,2.3,,,PCNT: %,,,A: Normal value,International Labour Organization (ILO),,,
